SKU	Product Name	Product Description	Bullet Points	Manufacturer	Brand Name	Price	Currency	In Stock	Image URL	Image URL1	Image URL2	
CHCHB5CHS_141	Bigfat's 5o8 Chipotle Hot Sauce	Do you love to tantalize and torture your taste buds? Could you deny yourself this blazing, smoky blend packed with the blissful sting of ripe habaneros and the sultry embrace of rich chipotle flavor? Or would you simply crumble before the undeniable euphoria within? You decide. Ingredients: Water, Onion, Tomatoes, Habanero Peppers, Garlic, Chipotle Powder, Cilantro, Vinegar, Habanero Powder, Sea Salt  Spices. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/105d93d583564f0b56aa6ff225b0d1ec_large.jpeg?v=1432066416			
CHCHB6PHHS_142	Bigfat's 6o8 Pineapple Habanero Hot Sauce	Hawaii is a magical place, born of fire and cooled into a thing of beauty. Created at the base of Hualalai, a volcano on the Big Island, this sauce erupts with the intense pineapple flavor and the heat of a raging habanero lava flow. Embrace the inferno and taste how sweet paradise can be. Ingredients: Water, Pineapple Juice Concentrate, Habanero Peppers, Garlic, Cilantro, Lime Juice Concentrate, Sea Salt, Xanthan Gum. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/4d6669902713505efda8788408d8fef3_large.jpeg?v=1432066728			
CHCHB77PCHS_143	Bigfat's 7o8 7 Pot Citrus Hot Sauce	Experience a burst of citrus flavor as it washes over you, quickly swirling into a vortex of spices and savory goodness. Just when you think it's over comes the exquisite wave of heat from fresh Trinidad 7 Pot peppers, one of the hottest chiles ever. Come get swept away. Ingredients: Orange Juice Concentrate, Onions, Water,Trinidad 7 Pot Peppers, Pineapple Concentrate, Garlic, Pomegranate Molasses, Sea Salt, Coriander, Cumin, Cinnamon, White Pepper. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/a99c496ee91ce41bebe4a9cdddaa8432_large.jpeg?v=1432066787			
CHCHB8NJHS_144	Bigfat's 8o8 Naga Jolokia Hot Sauce	To reach a higher plain of existence one must first embrace the journey. By pairing a bold, enticing spice blend originating in northern India with the blazing naga jolokia or ghost chile, the end result is an amazing savory, scorching and potentially life altering, experience. Considered yourself warned. Ingredients: Water, Onions, Tomatoes, Habanero Peppers, Garlic, Habanero Mash (Fresh Habanero, Salt), Naga Jolokia Pepper Powder, Spices, Lime Juice Concentrate, Ancho Chili Powder, Sea Salt. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	13.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/9366e905d8804d4b933c68e04552b621_large.jpeg?v=1432066902			
CHCHBBSCCHS_145	Bigfat's Boom Shanka - Chipotle Curry Hot Sauce	Imagine being enveloped in a cloak of rich, fragrant spices as the sweet scent of smoked peppers fills your nose. An aromatic curry with origins in southern India brings enlightenment to this mildly spicy sauce and is married with the deep, earthy flavor of chipotles which makes it exquisite enough to align your chakras. Goes great with: Chicken, seafood, pork, mixed vegatables, eggs, pizza, sandwiches, wraps, Bloody Mary's, tacos, burittos, burgers, chili, stew, soups and so much more. Ingredients: Tomato, Water, Chipotles (Chipotle Peppers, Vinegar), Distilled Vinegar, Green Onion, Garlic, Cilantro, Madras Curry Powder (Fenugreek, Nutmeg, Clove, Coriander, Cinnamon, Black Pepper, Salt, Red Chili, Ginger, Mace, Garlic Powder, Tumeric, Assfoetida), Sea Salt, Spices. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/8ed8fffaf7c7ab903754e81fcf00108c_large.jpeg?v=1432135799			
CHCHBCCPSHT_146	Bigfat's Cran'kin - Cranberry Pumpkin Spicy Harvest Topping	Goes great with: Sweet potatoes, salmon, ice cream, ham, turkey, spread on toast, in oatmeal, on pumpkin pie or cheesecake. Ingredients: Water, Pumpkin, Carrots, Cranberries, Cranberry Juice Concentrate, Caribbean Red Habaneros Peppers, Brown Sugar, Lemon Juice Concentrate, Spices, Fatalii Peppers, Sea Salt. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	13.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/0ea212a2633e9d6fe4f12cf80a2fb97c_large.jpeg?v=1437056889			
CHCHBDDBCASHS_147	Bigfat's Double Dark - Black Cherry and Sage Hot Sauce	In the begining there was darkness. From this absence of light the daring flavors of tart cherry and savory sage fought silently in the shadows. It was not long before the depths strirred and rose up once more, churning in a wild frenzy of fiery delectable brilliance, forever transformed into the deep and luscious Double Dark. Ingredients: Black cherry balsamic vinegar, red bell pepper, onion, lemon juice, garlic, chocolate habanreo peppers, sea salt, black pepper, coriander, sage. Contains:Sulfites All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/89b63e8a3bd9d5110cd4dcad053704a6_large.jpeg?v=1432135870			
CHCHBSOGVSHS_148	Bigfat's Sea of Green Verde Style Hot Sauce	Ingredients: Roasted Tomatillos (Tomatillos, Vinegar), Poblano Peppers, Onion, Habanero Peppers (Habaneros, Vinegar), Lime Juice, Garlic, Cilantro, Sea Salt, White Pepper. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/5e1fe5707d3a99b45b2a7aca0c576bec_large.jpeg?v=1432135987			
CHCHBVMPSHS_149	Bigfat's Vega Mojo - Peach Serrano Hot Sauce	Vega - noun [vey-guh] - brightest star in the constellation Lyra and vertex of the Summer Triangle in the northern skies. Mojo - noun [moh-joh] - a magic charm or spell; magical power. A vernal nebula springs to life as sweet peaches and vidalia onions frolick in perfect harmony. Heavenly serrano peppers then bestow their sublime, subtle heat to create Vega Mojo, the celestial magic of summer. Goes great with: chicken, pork, turkey, pizza, tacos, seafood, brie cheese, sandwiches, stuffed peppers, eggs. Ingredients: Peaches, Vidalia Onion, Serrano Pepper Mash (Serranos, Vinegar), Cider Vinegar, Lemon Juice, Garlic, Cilantro, Sea Salt and Cinnamon. All Natural No artificial additives or preservatives. Color of the sauce may vary due to natural ingredients. Brand: Bigfat's Hot Sauce Manufactured for Bigfat's Hot Sauce, Inc.		Bigfat's Hot Sauce, Inc.	Bigfat's Hot Sauce	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/a8456bef478587956b21c6333f5de7b8_large.jpeg?v=1432136041			
CHCHBTKBTBHS_150	Billy the Kid Bite the Bullet Hot Sauce	Billy the Kid Bite the Bullet Hot Sauce (5oz./148ml) Ingredients: Red savina habanero peppers, distilled vinegar, salt and spices. Brand: Billy the Kid. Manufacturer:Porky's Gourmet Foods		Porky's Gourmet Foods	Billy the Kid.	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/1563142f6bc1ac41a00a6aad86365ed6_large.jpeg?v=1427074783			
CHCHBMCGHS_151	Bite Me Chipotle Garlic Hot Sauce	Bite Me Chipotle Garlic Hot Sauce (5 FL.OZ. / 148 ml): Bite Me roasted garlic and smoked jalapeno (chipotle) peppers blended with just the right amount of heat. When you want heat in your hot sauce with great flavor just say Bite Me. Ingredients: Water, Chipotle Peppers, Habaneros, Tomatoes, Roasted Garlic, Onion and Spices. Brand: Bite Me Hot Sauces Manufacturer: Original Juan		Original Juan	Bite Me Hot Sauces	7.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/587aacea761a9fc31054a8bc61b6394e_large.jpeg?v=1427074852			
CHCHBMLCHS_152	Bite Me Lime Cilantro Hot Sauce	Bite Me Lime Cilantro Hot Sauce (5 FL.OZ. / 148 ml): with colorful cloth topper. This hot sauce is packed with mild yet exciting flavor and its tartness is great for special recipes. We've topped the bottle with a decorative, colorful pepper pattern cloth bottle topper that makes this sauce a super gift for any cook. Ingredients: Water, Cane Sugar, Jalapeno Peppers, Lemon Juice, Salt, Concentrated Lime Juice, Xanthan Gum, and Cilantro. Brand: Bite Me Hot Sauces Manufacturer: Peppers		Peppers	Bite Me Hot Sauces	8.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/434e3c6938ded134d045d31a81a77c10_large.jpeg?v=1427074914			
CHCHBMTJSS_153	Black Magic Traditional Jamaican Steak Sauce	Black Magic TraditionalJamaican Steak Sauce( 5 oz./ 148 ml)Black Magic Traditional Jamaican Marinade  Meat Sauce is crafted with a mixture of ingredients brought about by centuries of trade and exploration. Its spicy robust flavor is rich with fruits and exotic spices and is the perfect condiment for marinating beef and a host of other meats and game. Baste Portabella mushrooms and grill for the perfect meatless burger or use over cream cheese for an exceptional appetizer. This classic meat sauce is worthy of the finest cuts of beef. Ingredients:Habanero Peppers, Acetic Acid, Citric Acid, Starch, Sugar, Soy Sauce, Bananas, Caramel Color, Onions, Cloves, Molasses, Cumin, Black Pepper, Salt, Tamarind Pulp, Vinegar, Garlic, Water and Pineapple. Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	5.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/blackmagic_large.jpg?v=1427075023			
CHCHBMEHS_154	Black Mamba Extreme Hot Sauce	Black Mamba Extreme Hot Sauce (2 FL.OZ. / 60 ml): Black Mamba - it's bite is deadly. A blend of chocolate habaneros their heat rivals the Red Savina and a blend of extracts that make this CaJohn's HOTTEST sauce. Beware the bite of the Black Mamba. Ingredients: Chocolate Habaneros, Vinegar and Capsaicin Manufactured byCaJohns Fiery Foods		CaJohns Fiery Foods	CaJohns Fiery Foods	21.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d005c6e5908a029c6b8b3a211926b747_large.jpeg?v=1427075185			
CHCHBWDCC_155	Black Widow Dark Chili Chocolate	Black Widow Dark Chili Chocolate (3.5oz/100g)The Reaper sent out the creature, in the dead of night, with one single purpose...to enslave her victims. One bite and she'll own you, beware, of the Black Widow...Experience the darker side of pleasure with this sinfully dark chocolate blended with naga chillies, lemon and geranium. Have no mercy, devour it down...all in one go. This chocolate bar is unlike any other dark chocolate, basically it is not bitter, but somewhat sweet with the essential oils. Ideal for making those chocolate fondants too! Handmade in England Nutritional information per 100g -Fat 36.1g /Protein 5g /Carbohydrates 46.8g /Energy 535 Kcal Manufactured by Grim Reaper Foods		Grim Reaper Foods	Grim Reaper Foods	13.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/bw_choco_large.jpg?v=1427075264			
CHCHBWSS_156	Blackberry Wine Soy Sauce	Blackberry Wine Soy Sauce ( 5 oz./148 ml) Combines the cornerstone of Asian cuisine with the sweet undertones of blackberry wine that will compliment any stir-fry or seafood. Ingredients: water, liquid soy protein, salt, sugar, tamarind pulp, cane vinegar, blackberry wine, liquid caramel color, molasses and xanthan gum. Manufactured by Figueroa Brothers		Figueroa Brothers	Figueroa Brothers	5.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/0aeba083411246f04acad2f7f445b1bd_large.jpeg?v=1427075328			
CHCHBFPHS_157	Blair FF15  Passion Hot Sauce	We can't wait for you to Enjoy the Most Passionate Amazing Sauces Blair has Put in a Bottle over the last 26 Years !!!!! This special Barrel Reserve sauce is made with Passion, and even Passion fruit! Handmade by Blair himself, from seed to the worlds hottest peppers, pepper to bottle, and bottle to you!  Scorpion Chilies, 7 Pot, Jolokia Pods, Fatalii, Pomegranate Juice, Coconut Pulp, Mango Puree, Passion Fruit, Rum, Lime Juice, Guava Nectar, Cane sugar, Vinegar, Vitamin C.				24.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/98e8ca68bf42f1d7152d6782d4d85bec_large.jpeg?v=1437501606			
CHCHBFRHS_158	Blair FF15  Roots Hot Sauce	This New Sauce that's about to Light You Up ... is simply what it says "Roots". The Roots of Blair's Passion..... The best Rippin Most Flavorful Chilies that can be grown, All Blended with Luv  Passion together by Blair personally and bottled one ounce at a time. For True !!!! Know Your Roots  Enjoy!!  7 Pot Bubblegum, Jolokia, Naga Purple Pods, Red and Yellow Fatalii, Habanero, Lime Juice, Fresh Garlic, Vinegar, Spices, Vitamin C.				24.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/64e86521692943efbb111b198672637c_large.jpeg?v=1437501930			
CHCHBFSHS_159	Blair FF15  Soul Hot Sauce	This amazing new FF15 Is Soul. You either Have it or You Don't .... My bet is ... If your a True ChiliHead.... You Got it For Sure.... You know the deal... Enjoy it  Feel Alive !!!! Packed With Bhut Jolokias, Chocolate Scorpions, 7 Pot and More. Whew !!! Bhut Jolokia, 7 Pot, Jamaican Hot Chocolate Chilies, Scorpion Chilies, Sea Salt, Vinegar, Vitamin C.				24.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d99615745ddc78b1b0c659d48852a514_large.jpeg?v=1437502151			
CHCHBFTHS_160	Blair FF15  Truth Hot Sauce	Be Forewarned, Our next New Fiery Concoction is Ready For YOU !!!! Packed with All the XXX ingredients every True ChiliHead Craves, Some that may Even Surprise You..... Once You Try it, You too will find that you can never get enough of The Truth !!!!   Devil's Tongue, Pumpkin Habaneros, Scorpion, Red and Yellow Habaneros, Cane Sugar, Golden Rum 80 Proof, Vinegar, Vitamin C.				24.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f930f00ecb5a75038ddf3205ce0efed7_large.jpeg?v=1437509350			
CHCHBPZWOBHS_161	Blair Presents: Zakk Wylde's Original Berserker Hot Sauce	Blair Presents: Zakk Wylde's Original Berserker Hot Sauce (5oz./150ml) Ingredients: Red Habaneros, Vinegar, Cayenne Chilies, Chipotle, Fresh Garlic, Key Lime Juice, Cilantro, Fresh Herbs  Spices. Manufactured by Garden Resources		Garden Resources	Garden Resources	14.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/blairsoriginal_large.jpg?v=1427075438			
CHCHBPZWSBBHS_162	Blair Presents: Zakk Wylde's Sonic Brew Berserker Hot Sauce	Blair Presents: Zakk Wylde's Sonic Brew Berserker Hot Sauce (5oz./150ml)Ingredients: Jalapeno Chiles, Vinegar, Tomatillos, Fresh Garlic, Key Lime Juice, Shallots, Olive Oil, Sea Salt, Cilantro, Tequila, Cane Sugar, Onions, Spices. Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	14.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/0d54b5fac57105280161bdac8165b0d4_large.jpeg?v=1427075649			
CHCHB2RHS1MSU_163	Blair's 2AM Reserve Hot Sauce (1 Mil Scoville Units)	Blair's 2AM Reserve Hot Sauce (2.5 FL.OZ. / 74 ml): The Original-One of the Finest Chilehead Gifts In the World with 650,000 - 900,000 scoville units. 2 a.m. Reserve is the First in the Series of Blair's A.M Items and is always a sought after Chilihead Collector Piece... The name Originates from when Blair was in the Bar Biz. 2 a.m. was the closing time and this was the closest thing to legal he could use to get the drunks out of the bar. This always worked...He made 4 Wings with this potion if the patron could eat all four they could hang out all night...Needless to say no one stayed...Feel Alive. The original and highly treasured collectable from the Fiery Zen Master Blair Lazar is hand signed and bottled quite possibly the finest gift for a chilehead. Ingredients: Scoville Units...Lots of them Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	49.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/21656eedb65739cf337f03b774ce7238_large.jpeg?v=1427075793			
CHCHBPZWSTDBHS_164	Blair Presents: Zakk Wylde's Stronger than Death Berserker Hot Sauce	Blair Presents: Zakk Wylde's Stronger than Death Berserker Hot Sauce (5oz./150ml)Ingredients: Red and Orange Habaneros, Vinegar, Jolokia Chile, Fresh Cayenne, Smashed Garlic, Chipotle, Pepper Extract, Key Lime Juice, Cilantro, Fresh Herbs, and Spices. Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	14.50	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/27fd2284dd70b01cd50642f043929c34_large.jpeg?v=1427075724			
CHCHBADHS_165	Blair's After Death Hot Sauce	Blair's After Death Hot Sauce (5 FL.OZ. / 150 ml): The fiery Zen Master brewed this tasty and blazing sauce for those of us who want it all. Suggested uses: use Blair's After Death Hot Sauce sparingly on Wings, meatloaf, seafood, chile cheeseburgers, sushi or anything you desire. Blair's After Death Hot Sauce contains absolutely no preservatives or artificial ingredients. Ingredients: Red and Orange Habaneros,Vinegar, Fresh Cayenne, Smashed Garlic, Chipotle Pepper, Pepper Extract, Lime Juice, Cilantro, Fresh Herbs and Spices. Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/62371d775e29e18ea9a4d59c303431c4_large.jpeg?v=1427075943			
CHCHB3RHS_166	Blair's 3AM Reserve Hot Sauce	Blair's 3AM Reserve Hot Sauce (2.5 FL.OZ. / 74 ml): This is a collector's Crown Jewel. WOW. 1,500,000-2,000,000 scoville units. 3 a.m. Reserve takes our classic 2 a.m. one step further. Gift display box is included like all of our reserve bottles. FEEL ALIVE. Blair Lazar hand-signs and numbers each bottle and covers it with 2 colors of latex. Ingredients: Scoville Units...Even more than the last Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	64.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/f1f7111a34f7c5e46318742b24236996_large.jpeg?v=1427075863			
CHCHBACCPC_167	Blair's Ancho Chili Cheeseburger Potato Chips	Ingredients: Potatoes, Sunflower Oil and/or Corn Oil, Salt, Ancho Chili Pepper, Spices, Maltodextrin, Whey, Yeast Extract, Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Butter (Cream, Salt), Sugar, Garlic Powder, Natural Flavors, Extractives of Paprika and Annatto, Nonfat Milk, Citric Acid, Modified Corn Starch, Vinegar, Mustard Seed, Grill Flavor (from Sunflower Oil), Natural Smoke Flavor, Turmeric. Contains: Milk Brand: Blair's Manufacturer: Blair's Sauces  Snacks		Blair's Sauces &amp; Snacks	Blair's	3.50	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/277c4274b73a9f0b6b9293b92f62ff66_large.jpeg?v=1427076045			
CHCHBBDHS_168	Blair's Beyond Death Hot Sauce	Blair's Beyond Death Hot Sauce (5 FL.OZ. / 150 ml): Originally formulated in 1992. Brought back from the dead in 2007. Guaranteed to make you Feel Alive. Ingredients: Red and Orange Habaneros,Vinegar, Fresh Cayenne, Smashed Garlic, Chipotle, Lime Juice, Cilantro, Fresh Herbs, and Spices. Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	22.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/8d5b904236ebde9c586802d77fe46803_large.jpeg?v=1427076099			
CHCHBCPC_169	Blair's Cheddar Potato Chips	Blair's Cheddar Potato Chips (2oz./57g) Selected potatoes, corn oil and/or sunflower oil, whey, salt, cheddar cheese powder, {cheese (milk, cheese cultures, salt, enzymes), whey, buttermilk, salt, sodium phosphate, lactic acid}, shortening powder (partially hydrogenated soybean oil, corn syrup solids, soy protein isolate, mon and diglycerides), onion and garlic powder, buttermilk, sour cream powder {soure cream (cream, nonfat dry milk, cultures) cultured nonfat milk, lactic acid, citric acid, tocopherols and ascoryl palmate (preservative)}, citric acid, torula yeast and autolysed yeast, FDC yellow #5 and #6 lakes, maltodextrin, lactic acid, natural and artificial flavors, disodium inosinate and disodium guanylate, habanero. CONTAINS MILK AND SOY INGREDIENTS Manufactured byGardner Resources		Gardner Resources	Gardner Resources	3.50	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/blairschip_large.jpg?v=1427076177			
CHCHBDRJPCCPC_170	Blair's Death Rain Jolokia Pepper Cauldron Cooked Potato Chips	Blair's Death Rain Jolokia Pepper Cauldron Cooked Potato Chips (3OZ./85G) Ingredients: Potatoes, sunflower oil and/or corn oil, spices (including jolokia pepper and paprika), salt, dextrose, dehydrated garlic, natural flavors and spice extractives (including paprika). Manufactured by Garden Resources		Garden Resources	Garden Resources	6.65	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/ghost_chips_large.jpg?v=1427076262			
CHCHBDSM4PHS_171	Blair's Death Sauce Minis 4 pack Hot Sauce	Blair's Death Sauce Minis 4 pack Hot Sauce (2 FL.OZ. each / 59 ml each): Includes Blair's After Death Sauce: This product contains the hottest known ingredients on the planet Earth. Keep out of the reach of children. If you thought our Original Death Sauce was good...you'll love this one! All the freshest ingredients as in Original Death Sauce, plus some pure pepper resin -- to make things a few points south of purgatory! "Suggested Uses: wings, clams, oysters, chili, stews, jambalaya, Bloody Marys. Blair's Sudden Death Sauce."Warning: This product contains the hottest known ingredients on the planet Earth. Please use with extreme caution. Keep out of reach of children. Amazing flavor for a sauce of this heat level. Death never tasted so good!" Take mounds of fresh Red Habañeros, mash um up. Slice up some fiery Cayenne chilies, squeeze in the lime juice and WAIT... Don't forget the clover honey and ginseng and we have Blair's Sudden Death. FEEL ALIVE!! Awards: Won 2nd Place at the 2002 Chile Pepper Magazine Fiery Food Challenge in the XXX Hot Hot Sauce Category! Blair's Original Death Sauce. An amazing all natural balance of heat and flavor. You have to have this one in your kitchen. So many great uses. Excellent on all shellfish, wings, of course, and awesome Bloody Marys!2002 Fiery Food Challenge, won 1st Place in the Best Overall Hot Sauce Category! Blair's Jalapeño Death Sauce with Tequila - A great extension to Blairs top quality line, great tasting, handmade sauces. This one is also made with great karma! Fresh Jalapeño, shallots, tomatillos, garlic, lime juice all topped off with blue Agave tequila!!!!!!!! Delicious.....this sauce is mild enough to use on all your dishes from Fish tacos to a great topping for a southwestern egg breakfast.......Enjoy. Suggested uses: fish, fajitas, eggs, baked salmon, chicken. From New Jersey				24.95	CDN	N	//cdn.shopify.com/s/files/1/0188/0032/products/39419e23487bafeefd6aa8a182e3ff3d_large.jpeg?v=1427076339			
CHCHBHKCPC_172	Blair's Habanero Kettle Cooked Potato Chips	Blair's Habanero Kettle Cooked Potato Chips (2 oz, / 57 g): Blair's Habanero Kettle Cooked Potato Chips 2oz: Welcome to my wonderful world of spice. Since 1989 it has been my passion to create food that makes us smileÃ  to cook up snacks that taste great but most of all make you feel alive. I hope you enjoy this bag as much as I do. Thank you for choosing Death Rain Snacks and my wonderful world of spice... Feel Alive, Blair. Ingredients: Selected Potatoes, Corn Oil and Sunflower Oil, Dehydrated Cane Juice, Salt, Paprika, Garlic Powder, Spices, Natural Smoke Flavor, Habanero. Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	3.50	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/asset_507c0773-b10e-41eb-8e23-020b7b56affa_large.jpg?v=1427076505			
CHCHBHCS_173	Blair's Heat Chipotle Slam	Blair's Heat Chipotle Slam Hot Sauce (6.7 FL.OZ. / 198 ml): Blair's Q HEAT Chipotle Slam Red and orange habaneros mingle with fresh garlic and herbs to make the tastiest hot sauce ever created. The chipotle pepper is a smoked jalapeno and gives this sauce its natural smokey flavor. You'll be glad it's packed in a flask, so you can slip it in your pocket to enjoy with every meal. Ingredients: Habanero Chiles, Purified Water, Lime Juice, Carrots, White Vinegar, Red Jalpeno Chilies, Chipotle Chilies, Fresh Garlic, Salt, Tomato Paste, Cilantro, Cayenne Chilies, Cane Sugar, Paprika, Onion Powder, Spices, Vitamin C. Brand: Blair's Q Heat Hot Sauces Manufacturer: Gardner Resources Awards: none		Gardner Resources Awards	Blair's Q Heat Hot Sauces	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/c31a0521d341e8e6f7a25c2a53bd0753_large.jpeg?v=1427076564			
CHCHBHHMHS_174	Blair's Heat Habanero Mango Hot Sauce	Blair's Heat Habanero Mango Hot Sauce (6.7 FL.OZ. / 198 ml): Did you know our funky "Q" symbol is the scientific symbol for heat? This exotic hot sauce is made from hand selected chiles for a soulful sauce. Pure mango puree is the secret to this slightly sweet heat. Quick Tip Party Dip Mix: equal parts sour cream and cream cheese, and add Heat Habanero Mango to taste. Serve with crudite and toasted pita points. Ingredients: Orange Habanero Chiles, Cayenne Chiles, Sugar, Canola Oil, Mango Pulp, Corn Syrup, Water, Citric Acid, Riboflavin, and Beta-Carotene. Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/d1e321e310484c99dab3f6d3c293d68e_large.jpeg?v=1427076618			
CHCHBHJTHS_175	Blair's Heat Jalapeno Tequila Hot Sauce	Blair's Heat Jalapeno Tequila Hot Sauce (6.7 FL.OZ. / 198 ml): Acording to Blair, the Blair's Heat Jalapeno Tequila Exotic Hot Sauce is THE BEST GREEN SAUCE EVER CREATED. Did you know the funky Q symbol is the scientific symbol for heat. Ingredients: Purified Water, Fresh Jalapeno Chiles, White Vinegar, Fresh Tomatillos, Cilantro, Smashed Garlic, Shallots, Green Habanero Chilies, Cane Sugar, Onion, Lime Juice, Olive Oil, Sea Salt, Agave Tequila, Black Pepper and Vitamin C. Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/e74c4aa22486732dd067d8e8eac976ca_large.jpeg?v=1427076677			
CHCHBHWGTHS_176	Blair's Heat Wasabi Green Tea Hot Sauce	Blair's Heat Wasabi Green Tea Hot Sauce (6.7 FL.OZ. / 198 ml): Make no mistake - WE USE REAL WASABI RHIZOME - Very few even understand that the Wasabi you eat at your favorite Sushi joint is not real. It is mustard powder and food coloring. WE USE 100 percent REAL JAPANESE WASABI ROOT. SO RARE IN FACT THE RHIZOME IS NOT AVAILABLE IN THE US AND WE IMPORT IT FROM JAPAN. You will taste the difference in Blair's Heat Wasabi Green Tea Hot Sauce. Did you know our funky new symbol is the scientific symbol for heat. Ingredients: Purified Water, Soybean Oil, Jalapeno Chilies, Cane Sugar, White Vinegar, Fresh Tomatillo, Wasabi Rhizome, Salt, Lime Juice, Cilantro, Ginger, Mustard Powder, Green Tea Leaf, Vitamin C, Garlic Powder, Onion Powder, Turmeric and Citric Acid Manufactured by Gardner Resources		Gardner Resources	Gardner Resources	10.95	CDN	Y	//cdn.shopify.com/s/files/1/0188/0032/products/2e6107134be4b9cede87b6b8d01da964_large.jpeg?v=1427076730			
